Case ID,Activity,Resource,Complete Timestamp,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
1-529096847,Accepted\\In Progress,Olga,2011/05/30 12:52:42.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Accepted\\Wait - User,Olga,2011/05/30 12:57:50.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529067006,Accepted\\In Progress,Olga,2011/05/30 13:47:27.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529067006,Accepted\\Wait - User,Olga,2011/05/30 13:49:28.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529067006,Accepted\\In Progress,Olga,2011/05/31 07:30:30.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529067006,Queued\\Awaiting Assignment,Olga,2011/05/31 07:31:53.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-529067006,Accepted\\In Progress,Luc,2011/05/31 10:02:29.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-529067006,Queued\\Awaiting Assignment,Luc,2011/05/31 10:15:32.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-529067006,Accepted\\In Progress,Olga,2011/05/31 10:16:56.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529067006,Queued\\Awaiting Assignment,Olga,2011/05/31 10:21:50.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,POLAND
1-512795200,Accepted\\In Progress,Sandra,2011/05/31 10:39:43.000,Accepted,Medium,In Progress,S43,V3_2,se,Org line C,PROD660,Sweden
1-512795200,Accepted\\Wait - User,Sandra,2011/05/31 10:39:48.000,Accepted,Medium,Wait - User,S43,V3_2,se,Org line C,PROD660,Sweden
1-529096847,Accepted\\In Progress,Olga,2011/05/31 14:01:27.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Queued\\Awaiting Assignment,Olga,2011/05/31 14:03:30.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-529096847,Accepted\\In Progress,Luc,2011/06/01 09:52:10.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-529096847,Accepted\\Assigned,Luc,2011/06/01 09:52:25.000,Accepted,Medium,Assigned,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530458987,Accepted\\In Progress,Olga,2011/06/01 09:55:53.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-530458987,Accepted\\In Progress,Olga,2011/06/01 09:58:17.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-530458987,Queued\\Awaiting Assignment,Olga,2011/06/01 10:02:37.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-529096847,Accepted\\In Progress,Tsun Fai,2011/06/01 11:36:51.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-529096847,Queued\\Awaiting Assignment,Tsun Fai,2011/06/01 11:37:06.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-529096847,Accepted\\In Progress,Olga,2011/06/01 11:38:08.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Accepted\\Wait - User,Olga,2011/06/01 11:41:39.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Accepted\\In Progress,Olga,2011/06/01 12:09:35.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Accepted\\Wait - User,Olga,2011/06/01 12:11:02.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Accepted\\In Progress,Olga,2011/06/01 12:11:09.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Queued\\Awaiting Assignment,Olga,2011/06/01 12:11:26.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-529096847,Accepted\\In Progress,Luc,2011/06/01 13:07:38.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-529096847,Accepted\\Assigned,Luc,2011/06/01 13:07:50.000,Accepted,Medium,Assigned,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530772502,Accepted\\In Progress,Olga,2011/06/02 09:22:45.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-530772502,Accepted\\In Progress,Olga,2011/06/02 09:23:13.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-530772502,Queued\\Awaiting Assignment,Olga,2011/06/02 09:36:23.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-530838254,Accepted\\In Progress,Marco,2011/06/02 17:17:44.000,Accepted,Medium,In Progress,D6,A2_1,nl,Org line C,PROD542,Belgium
1-530838254,Accepted\\In Progress,Marco,2011/06/02 17:24:37.000,Accepted,Medium,In Progress,D6,A2_1,nl,Org line C,PROD542,Belgium
1-530838254,Queued\\Awaiting Assignment,Marco,2011/06/02 17:28:48.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,Belgium
1-530838254,Accepted\\In Progress,Tsun Fai,2011/06/06 12:54:51.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530838254,Queued\\Awaiting Assignment,Tsun Fai,2011/06/06 12:57:46.000,Queued,Medium,Awaiting Assignment,D6,A2_1,nl,Org line C,PROD542,Netherlands
1-530772502,Accepted\\In Progress,Luc,2011/06/06 13:16:57.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530772502,Queued\\Awaiting Assignment,Luc,2011/06/06 13:17:50.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-530838254,Accepted\\In Progress,Marco,2011/06/06 13:23:05.000,Accepted,Medium,In Progress,D6,A2_1,nl,Org line C,PROD542,Belgium
1-530838254,Accepted\\Wait - User,Marco,2011/06/06 13:25:31.000,Accepted,Medium,Wait - User,D6,A2_1,nl,Org line C,PROD542,Belgium
1-530772502,Accepted\\In Progress,Olga,2011/06/06 14:06:29.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-530772502,Queued\\Awaiting Assignment,Olga,2011/06/06 14:08:54.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,POLAND
1-530458987,Accepted\\In Progress,Luc,2011/06/06 14:51:13.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530458987,Queued\\Awaiting Assignment,Luc,2011/06/06 15:21:04.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-530458987,Accepted\\In Progress,Olga,2011/06/07 14:04:41.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-530458987,Accepted\\Wait - User,Olga,2011/06/07 14:08:14.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-530838254,Queued\\Awaiting Assignment,Marco,2011/06/07 16:31:26.000,Queued,Medium,Awaiting Assignment,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-530838254,Queued\\Awaiting Assignment,Marco,2011/06/07 16:31:27.000,Queued,Medium,Awaiting Assignment,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-530838254,Accepted\\In Progress,Ilona,2011/06/07 19:40:40.000,Accepted,Medium,In Progress,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-530838254,Accepted\\Wait,Ilona,2011/06/07 19:40:42.000,Accepted,Medium,Wait,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-532109338,Accepted\\In Progress,Ilona,2011/06/08 14:58:15.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-532109338,Accepted\\In Progress,Ilona,2011/06/08 14:58:20.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-532109338,Queued\\Awaiting Assignment,Ilona,2011/06/08 15:02:01.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,Belgium
1-532109338,Accepted\\In Progress,Ilona,2011/06/08 17:20:33.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-532109338,Queued\\Awaiting Assignment,Ilona,2011/06/08 17:21:14.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,Belgium
1-532109338,Accepted\\In Progress,Luc,2011/06/08 17:55:56.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-532109338,Queued\\Awaiting Assignment,Luc,2011/06/09 10:34:50.000,Queued,Medium,Awaiting Assignment,D2,A2_1,nl,Org line C,PROD542,Netherlands
1-532109338,Accepted\\In Progress,Ilona,2011/06/09 12:19:26.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-532109338,Accepted\\Wait - User,Ilona,2011/06/09 12:21:37.000,Accepted,Medium,Wait - User,D2,A2_1,nl,Org line C,PROD542,Belgium
1-530458987,Accepted\\Wait - User,Siebel,2011/06/09 15:21:05.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,0
1-532109338,Queued\\Awaiting Assignment,Ilona,2011/06/09 18:54:41.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,Belgium
1-530458987,Accepted\\In Progress,Olga,2011/06/10 11:19:23.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-530458987,Queued\\Awaiting Assignment,Olga,2011/06/10 11:21:07.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-532109338,Accepted\\In Progress,Tsun Fai,2011/06/10 16:16:38.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-532109338,Queued\\Awaiting Assignment,Tsun Fai,2011/06/10 16:29:07.000,Queued,Medium,Awaiting Assignment,D2,A2_1,nl,Org line C,PROD542,Netherlands
1-532109338,Accepted\\In Progress,Ilona,2011/06/10 16:29:59.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-532109338,Queued\\Awaiting Assignment,Ilona,2011/06/10 16:31:48.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,Belgium
1-530458987,Accepted\\In Progress,Luc,2011/06/14 12:36:29.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530458987,Queued\\Awaiting Assignment,Tsun Fai,2011/06/14 16:06:36.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-530458987,Accepted\\In Progress,Olga,2011/06/15 11:14:27.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-530458987,Accepted\\Wait - User,Olga,2011/06/15 11:25:57.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-530458987,Accepted\\In Progress,Olga,2011/06/15 14:55:06.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-530458987,Queued\\Awaiting Assignment,Olga,2011/06/15 14:57:08.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-530458987,Accepted\\In Progress,Luc,2011/06/16 11:43:41.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530458987,Accepted\\Assigned,Luc,2011/06/16 11:44:53.000,Accepted,Medium,Assigned,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530458987,Accepted\\In Progress,Tsun Fai,2011/06/22 17:38:39.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530458987,Queued\\Awaiting Assignment,Tsun Fai,2011/06/22 17:39:48.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-530458987,Accepted\\In Progress,Olga,2011/06/22 18:22:56.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-530458987,Queued\\Awaiting Assignment,Olga,2011/06/22 18:26:25.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,POLAND
1-536444735,Accepted\\In Progress,Olga,2011/06/24 14:23:13.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-536444735,Accepted\\In Progress,Olga,2011/06/24 14:23:15.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-536444735,Queued\\Awaiting Assignment,Olga,2011/06/24 14:25:58.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-536444735,Accepted\\In Progress,Luc,2011/06/24 14:46:34.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-536444735,Queued\\Awaiting Assignment,Luc,2011/06/24 15:37:42.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-536481337,Accepted\\In Progress,Olga,2011/06/24 15:58:54.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-536481337,Accepted\\In Progress,Olga,2011/06/24 15:58:56.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-536481337,Queued\\Awaiting Assignment,Olga,2011/06/24 16:02:31.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-536444735,Accepted\\In Progress,Olga,2011/06/24 16:08:11.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-536444735,Queued\\Awaiting Assignment,Olga,2011/06/24 16:10:52.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,POLAND
1-536481337,Accepted\\In Progress,Luc,2011/06/24 16:42:25.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-536481337,Queued\\Awaiting Assignment,Luc,2011/06/27 10:34:41.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-536481337,Accepted\\In Progress,Olga,2011/06/27 10:41:23.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-536481337,Accepted\\Wait - User,Olga,2011/06/27 10:45:13.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-536481337,Accepted\\In Progress,Olga,2011/06/27 10:48:50.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-536481337,Queued\\Awaiting Assignment,Olga,2011/06/27 11:05:48.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-536481337,Accepted\\In Progress,Luc,2011/06/27 12:24:37.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-536481337,Queued\\Awaiting Assignment,Luc,2011/06/27 12:32:59.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-536481337,Accepted\\In Progress,Olga,2011/06/27 12:54:24.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-536481337,Queued\\Awaiting Assignment,Olga,2011/06/27 12:59:32.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,POLAND
1-537219938,Accepted\\In Progress,Frederic,2011/06/28 12:35:39.000,Accepted,Medium,In Progress,V30,A2_4,fr,Org line A2,PROD507,France
1-537219938,Accepted\\In Progress,Frederic,2011/06/28 12:35:57.000,Accepted,Medium,In Progress,V30,A2_4,fr,Org line A2,PROD507,France
1-537219938,Queued\\Awaiting Assignment,Frederic,2011/06/28 12:50:20.000,Queued,Medium,Awaiting Assignment,L61 3rd,A2_5,fr,Org line A2,PROD507,France
1-537219938,Accepted\\In Progress,Fabrice,2011/06/28 12:58:24.000,Accepted,Medium,In Progress,L61 3rd,A2_5,fr,Org line A2,PROD507,France
1-537219938,Queued\\Awaiting Assignment,Fabrice,2011/06/28 12:59:36.000,Queued,Medium,Awaiting Assignment,V30,A2_4,fr,Org line A2,PROD507,France
1-537219938,Accepted\\In Progress,Frederic,2011/06/28 18:45:50.000,Accepted,Medium,In Progress,V30,A2_4,fr,Org line A2,PROD507,France
1-537219938,Queued\\Awaiting Assignment,Frederic,2011/06/28 18:46:58.000,Queued,Medium,Awaiting Assignment,L62 3rd,A2_5,fr,Org line A2,PROD507,France
1-537219938,Accepted\\In Progress,Julien,2011/06/29 10:47:40.000,Accepted,Medium,In Progress,L62 3rd,A2_5,fr,Org line A2,PROD507,France
1-537219938,Queued\\Awaiting Assignment,Julien,2011/06/29 10:48:21.000,Queued,Medium,Awaiting Assignment,V30,A2_4,fr,Org line A2,PROD507,France
1-537219938,Accepted\\In Progress,Frederic,2011/06/29 10:51:19.000,Accepted,Medium,In Progress,V30,A2_4,fr,Org line A2,PROD507,France
1-537219938,Accepted\\In Progress,Siebel,2011/07/02 10:48:21.000,Accepted,Medium,In Progress,V30,A2_4,fr,Org line A2,PROD507,0
1-536481337,Accepted\\In Progress,Earl,2011/07/06 16:39:12.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-536481337,Accepted\\Assigned,Earl,2011/07/06 16:39:30.000,Accepted,Medium,Assigned,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-536444735,Accepted\\In Progress,Earl,2011/07/06 16:40:51.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-536444735,Accepted\\Assigned,Earl,2011/07/06 16:40:55.000,Accepted,Medium,Assigned,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530838254,Accepted\\In Progress,Marco,2011/07/06 16:45:09.000,Accepted,Medium,In Progress,D6,A2_1,nl,Org line C,PROD542,Belgium
1-530838254,Completed\\Resolved,Marco,2011/07/06 16:45:50.000,Completed,Medium,Resolved,D6,A2_1,nl,Org line C,PROD542,Belgium
1-532109338,Accepted\\In Progress,Earl,2011/07/06 16:45:53.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-532109338,Accepted\\Assigned,Earl,2011/07/06 16:45:56.000,Accepted,Medium,Assigned,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530772502,Accepted\\In Progress,Earl,2011/07/06 16:47:36.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530772502,Accepted\\Assigned,Earl,2011/07/06 16:47:39.000,Accepted,Medium,Assigned,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530458987,Accepted\\In Progress,Earl,2011/07/06 16:48:02.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530458987,Accepted\\Assigned,Earl,2011/07/06 16:48:05.000,Accepted,Medium,Assigned,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-529067006,Accepted\\In Progress,Earl,2011/07/06 16:51:06.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-529067006,Accepted\\Assigned,Earl,2011/07/06 16:51:08.000,Accepted,Medium,Assigned,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530838254,Queued\\Awaiting Assignment,Iván,2011/07/06 18:35:36.000,Queued,Medium,Awaiting Assignment,D6,A2_1,nl,Org line C,PROD542,Spain
1-530838254,Accepted\\In Progress,Marco,2011/07/06 18:51:44.000,Accepted,Medium,In Progress,D6,A2_1,nl,Org line C,PROD542,Belgium
1-530838254,Queued\\Awaiting Assignment,Marco,2011/07/06 18:53:49.000,Queued,Medium,Awaiting Assignment,D4,A2_1,nl,Org line A2,PROD542,Belgium
1-530838254,Accepted\\In Progress,Marco,2011/07/06 18:53:53.000,Accepted,Medium,In Progress,D6,A2_1,nl,Org line C,PROD542,Belgium
1-530838254,Queued\\Awaiting Assignment,Marco,2011/07/06 18:54:21.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,Belgium
1-530838254,Accepted\\In Progress,Luc,2011/07/07 09:54:32.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530838254,Accepted\\Assigned,Luc,2011/07/07 10:12:26.000,Accepted,Medium,Assigned,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530838254,Accepted\\In Progress,Tsun Fai,2011/07/07 15:25:52.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530838254,Queued\\Awaiting Assignment,Tsun Fai,2011/07/07 15:25:59.000,Queued,Medium,Awaiting Assignment,D6,A2_1,nl,Org line C,PROD542,Netherlands
1-530838254,Accepted\\In Progress,Valeria,2011/07/07 15:26:47.000,Accepted,Medium,In Progress,D6,A2_1,nl,Org line C,PROD542,Belgium
1-530838254,Accepted\\Assigned,Valeria,2011/07/07 15:27:57.000,Accepted,Medium,Assigned,D6,A2_1,nl,Org line C,PROD542,Belgium
1-530838254,Accepted\\In Progress,Marco,2011/07/07 16:49:37.000,Accepted,Medium,In Progress,D6,A2_1,nl,Org line C,PROD542,Belgium
1-530838254,Accepted\\Wait - User,Marco,2011/07/07 16:58:09.000,Accepted,Medium,Wait - User,D6,A2_1,nl,Org line C,PROD542,Belgium
1-530838254,Queued\\Awaiting Assignment,Marco,2011/07/08 13:31:55.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,Belgium
1-530838254,Accepted\\In Progress,Luc,2011/07/08 14:16:14.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530838254,Queued\\Awaiting Assignment,Luc,2011/07/08 14:17:18.000,Queued,Medium,Awaiting Assignment,D6,A2_1,nl,Org line C,PROD542,Netherlands
1-530838254,Accepted\\In Progress,Luc,2011/07/08 14:17:21.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530838254,Accepted\\Assigned,Luc,2011/07/08 14:17:25.000,Accepted,Medium,Assigned,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-540390551,Accepted\\In Progress,Ilona,2011/07/11 09:20:50.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-540390551,Accepted\\In Progress,Ilona,2011/07/11 09:20:55.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-540390551,Queued\\Awaiting Assignment,Ilona,2011/07/11 09:28:43.000,Queued,Medium,Awaiting Assignment,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-540390551,Accepted\\In Progress,Ilona,2011/07/11 09:28:45.000,Accepted,Medium,In Progress,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-540390551,Accepted\\Wait,Ilona,2011/07/11 09:28:47.000,Accepted,Medium,Wait,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-529096847,Accepted\\In Progress,Luc,2011/07/11 11:36:40.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-530838254,Accepted\\In Progress,Tsun Fai,2011/07/11 11:55:00.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-529096847,Queued\\Awaiting Assignment,Luc,2011/07/11 11:58:50.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-529096847,Accepted\\In Progress,Marcin,2011/07/11 12:06:14.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Accepted\\Assigned,Marcin,2011/07/11 12:06:18.000,Accepted,Medium,Assigned,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Accepted\\In Progress,Olga,2011/07/11 12:14:25.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Accepted\\Wait - User,Olga,2011/07/11 12:21:28.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-540390551,Queued\\Awaiting Assignment,Ilona,2011/07/11 13:34:18.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,Belgium
1-530838254,Queued\\Awaiting Assignment,Tsun Fai,2011/07/11 14:32:37.000,Queued,Medium,Awaiting Assignment,D6,A2_1,nl,Org line C,PROD542,Netherlands
