Case ID,Activity,Resource,Complete Timestamp,concept:name,customer,lifecycle:transition,org:resource,product,responsible_section,seriousness,service_level,service_type,support_section,workgroup
Case2118,Closed,Value 21,2010/02/17 10:44:59.000,Closed,Value 235,complete,Value 21,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3
Case1485,Take in charge ticket,Value 2,2010/02/17 11:05:11.000,Take in charge ticket,Value 10,complete,Value 2,Value 3,Value 2,Value 2,Value 3,Value 1,Value 3,Value 3
Case1485,Resolve ticket,Value 2,2010/02/17 11:05:17.000,Resolve ticket,Value 10,complete,Value 2,Value 3,Value 2,Value 2,Value 3,Value 1,Value 3,Value 3
Case4378,Resolve ticket,Value 2,2010/02/17 12:34:58.000,Resolve ticket,Value 9,complete,Value 2,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3
Case1352,Start,Start,2010/02/17 16:36:36.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1352,Assign seriousness,Value 2,2010/02/17 16:36:36.000,Assign seriousness,Value 38,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case588,Take in charge ticket,Value 2,2010/02/17 17:24:59.000,Take in charge ticket,Value 76,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case2979,Start,Start,2010/02/17 17:53:21.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2979,Assign seriousness,Value 2,2010/02/17 17:53:21.000,Assign seriousness,Value 88,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case2933,Take in charge ticket,Value 2,2010/02/18 14:52:20.000,Take in charge ticket,Value 153,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case2933,Resolve ticket,Value 2,2010/02/18 14:52:30.000,Resolve ticket,Value 153,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case1352,Take in charge ticket,Value 2,2010/02/18 15:17:36.000,Take in charge ticket,Value 38,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case1352,Resolve ticket,Value 2,2010/02/18 15:17:42.000,Resolve ticket,Value 38,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case588,Resolve ticket,Value 2,2010/02/19 09:23:45.000,Resolve ticket,Value 76,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case81,Take in charge ticket,Value 11,2010/02/19 09:31:40.000,Take in charge ticket,Value 9,complete,Value 11,Value 9,Value 4,Value 2,Value 2,Value 2,Value 3,Value 2
Case81,Resolve ticket,Value 11,2010/02/19 09:32:00.000,Resolve ticket,Value 9,complete,Value 11,Value 9,Value 4,Value 2,Value 2,Value 2,Value 3,Value 2
Case3332,Start,Start,2010/02/19 09:41:28.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3332,Assign seriousness,Value 2,2010/02/19 09:41:28.000,Assign seriousness,Value 52,complete,Value 2,Value 3,Value 7,Value 1,Value 2,Value 1,Value 3,Value 3
Case1941,Closed,Value 5,2010/02/19 10:20:25.000,Closed,Value 16,complete,Value 5,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 1
Case2664,Start,Start,2010/02/19 10:26:26.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2664,Assign seriousness,Value 2,2010/02/19 10:26:26.000,Assign seriousness,Value 22,complete,Value 2,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 3
Case1399,Start,Start,2010/02/19 10:28:22.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1399,Assign seriousness,Value 2,2010/02/19 10:28:22.000,Assign seriousness,Value 143,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case1399,Take in charge ticket,Value 2,2010/02/19 10:28:30.000,Take in charge ticket,Value 143,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case1399,Resolve ticket,Value 2,2010/02/19 10:28:36.000,Resolve ticket,Value 143,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case2865,Start,Start,2010/02/19 11:03:38.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2865,Assign seriousness,Value 2,2010/02/19 11:03:38.000,Assign seriousness,Value 38,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case2865,Take in charge ticket,Value 2,2010/02/19 11:16:18.000,Take in charge ticket,Value 38,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case2865,Resolve ticket,Value 2,2010/02/19 11:16:24.000,Resolve ticket,Value 38,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case2559,Start,Start,2010/02/19 11:40:25.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2559,Assign seriousness,Value 2,2010/02/19 11:40:25.000,Assign seriousness,Value 36,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case2559,Assign seriousness,Value 2,2010/02/19 11:40:36.000,Assign seriousness,Value 36,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case791,Take in charge ticket,Value 2,2010/02/19 11:43:41.000,Take in charge ticket,Value 97,complete,Value 2,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 3
Case791,Resolve ticket,Value 2,2010/02/19 11:43:47.000,Resolve ticket,Value 97,complete,Value 2,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 3
Case2383,Start,Start,2010/02/19 11:58:32.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2383,Assign seriousness,Value 5,2010/02/19 11:58:32.000,Assign seriousness,Value 16,complete,Value 5,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 1
Case3068,Start,Start,2010/02/19 12:03:47.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3068,Assign seriousness,Value 2,2010/02/19 12:03:47.000,Assign seriousness,Value 148,complete,Value 2,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3
Case1701,Start,Start,2010/02/19 12:15:15.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1701,Assign seriousness,Value 2,2010/02/19 12:15:15.000,Assign seriousness,Value 8,complete,Value 2,Value 3,Value 6,Value 2,Value 2,Value 1,Value 3,Value 3
Case4392,Start,Start,2010/02/19 17:10:34.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4392,Assign seriousness,Value 2,2010/02/19 17:10:34.000,Assign seriousness,Value 153,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case4392,Assign seriousness,Value 2,2010/02/19 17:11:03.000,Assign seriousness,Value 153,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case4392,Take in charge ticket,Value 2,2010/02/19 17:11:11.000,Take in charge ticket,Value 153,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case2131,Take in charge ticket,Value 2,2010/02/19 18:03:44.000,Take in charge ticket,Value 3,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case2131,Resolve ticket,Value 2,2010/02/19 18:03:53.000,Resolve ticket,Value 3,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case4392,Resolve ticket,Value 2,2010/02/22 09:49:09.000,Resolve ticket,Value 153,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case864,Take in charge ticket,Value 2,2010/02/22 10:06:59.000,Take in charge ticket,Value 97,complete,Value 2,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 1
Case864,Wait,Value 2,2010/02/22 10:43:38.000,Wait,Value 97,complete,Value 2,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 1
Case2742,Take in charge ticket,Value 2,2010/02/22 14:53:42.000,Take in charge ticket,Value 148,complete,Value 2,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3
Case2742,Resolve ticket,Value 2,2010/02/22 14:53:49.000,Resolve ticket,Value 148,complete,Value 2,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3
Case3068,Take in charge ticket,Value 2,2010/02/22 14:54:11.000,Take in charge ticket,Value 148,complete,Value 2,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3
Case3068,Resolve ticket,Value 2,2010/02/22 14:54:17.000,Resolve ticket,Value 148,complete,Value 2,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3
Case707,Start,Start,2010/02/22 15:02:29.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case707,Assign seriousness,Value 2,2010/02/22 15:02:29.000,Assign seriousness,Value 143,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case707,Take in charge ticket,Value 2,2010/02/22 15:02:39.000,Take in charge ticket,Value 143,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1
Case1328,Start,Start,2010/02/22 16:00:57.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1328,Assign seriousness,Value 2,2010/02/22 16:00:57.000,Assign seriousness,Value 57,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case1328,Take in charge ticket,Value 2,2010/02/22 16:01:16.000,Take in charge ticket,Value 57,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case3185,Start,Start,2010/02/23 11:23:50.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3185,Assign seriousness,Value 2,2010/02/23 11:23:50.000,Assign seriousness,Value 371,complete,Value 2,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 1
Case3185,Take in charge ticket,Value 2,2010/02/23 11:24:02.000,Take in charge ticket,Value 371,complete,Value 2,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 1
Case2502,Start,Start,2010/02/23 11:41:22.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2502,Assign seriousness,Value 2,2010/02/23 11:41:22.000,Assign seriousness,Value 258,complete,Value 2,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
Case1257,Start,Start,2010/02/23 14:17:01.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1257,Assign seriousness,Value 2,2010/02/23 14:17:01.000,Assign seriousness,Value 63,complete,Value 2,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case1257,Take in charge ticket,Value 2,2010/02/23 14:17:09.000,Take in charge ticket,Value 63,complete,Value 2,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case1257,Resolve ticket,Value 2,2010/02/23 14:18:28.000,Resolve ticket,Value 63,complete,Value 2,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case2559,Take in charge ticket,Value 2,2010/02/23 14:33:27.000,Take in charge ticket,Value 36,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case2559,Resolve ticket,Value 2,2010/02/23 14:33:32.000,Resolve ticket,Value 36,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case4290,Take in charge ticket,Value 2,2010/02/23 15:58:59.000,Take in charge ticket,Value 284,complete,Value 2,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3
Case4290,Resolve ticket,Value 2,2010/02/23 16:15:40.000,Resolve ticket,Value 284,complete,Value 2,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3
Case3185,Create SW anomaly,Value 2,2010/02/23 16:40:54.000,Create SW anomaly,Value 371,complete,Value 2,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 1
Case3185,Resolve ticket,Value 2,2010/02/23 16:41:00.000,Resolve ticket,Value 371,complete,Value 2,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 1
Case1328,Wait,Value 2,2010/02/23 16:52:23.000,Wait,Value 57,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case2979,Take in charge ticket,Value 2,2010/02/23 16:53:52.000,Take in charge ticket,Value 88,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case2979,Resolve ticket,Value 2,2010/02/23 16:53:57.000,Resolve ticket,Value 88,complete,Value 2,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case3332,Take in charge ticket,Value 2,2010/02/23 17:20:47.000,Take in charge ticket,Value 52,complete,Value 2,Value 3,Value 7,Value 1,Value 2,Value 1,Value 3,Value 3
Case360,Take in charge ticket,Value 2,2010/02/23 17:40:34.000,Take in charge ticket,Value 16,complete,Value 2,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1
Case166,Take in charge ticket,Value 2,2010/02/23 17:56:28.000,Take in charge ticket,Value 95,complete,Value 2,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 3
Case166,Resolve ticket,Value 2,2010/02/23 17:56:36.000,Resolve ticket,Value 95,complete,Value 2,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 3
Case1328,Take in charge ticket,Value 2,2010/02/24 10:50:30.000,Take in charge ticket,Value 57,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case1328,Resolve ticket,Value 2,2010/02/24 11:29:49.000,Resolve ticket,Value 57,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case1652,Assign seriousness,Value 16,2010/02/24 12:20:45.000,Assign seriousness,Value 92,complete,Value 16,Value 9,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case1652,Take in charge ticket,Value 16,2010/02/24 12:25:31.000,Take in charge ticket,Value 92,complete,Value 16,Value 9,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case2006,Start,Start,2010/02/24 17:03:18.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2006,Assign seriousness,Value 2,2010/02/24 17:03:18.000,Assign seriousness,Value 279,complete,Value 2,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case2006,Take in charge ticket,Value 2,2010/02/24 17:03:46.000,Take in charge ticket,Value 279,complete,Value 2,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case2006,Resolve ticket,Value 2,2010/02/24 17:03:51.000,Resolve ticket,Value 279,complete,Value 2,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case765,Resolve ticket,Value 2,2010/02/24 18:09:08.000,Resolve ticket,Value 63,complete,Value 2,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 3
Case1907,Start,Start,2010/02/25 10:43:58.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1907,Assign seriousness,Value 16,2010/02/25 10:43:58.000,Assign seriousness,Value 94,complete,Value 16,Value 3,Value 6,Value 2,Value 3,Value 1,Value 5,Value 3
Case2369,Start,Start,2010/02/25 16:07:33.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2369,Assign seriousness,Value 2,2010/02/25 16:07:33.000,Assign seriousness,Value 19,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3
Case1191,Take in charge ticket,Value 12,2010/02/25 17:56:34.000,Take in charge ticket,Value 9,complete,Value 12,Value 9,Value 2,Value 2,Value 2,Value 2,Value 3,Value 2
Case1191,Resolve ticket,Value 12,2010/02/26 10:09:32.000,Resolve ticket,Value 9,complete,Value 12,Value 9,Value 2,Value 2,Value 2,Value 2,Value 3,Value 2
Case3482,Start,Start,2010/02/26 11:16:38.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3482,Assign seriousness,Value 2,2010/02/26 11:16:38.000,Assign seriousness,Value 22,complete,Value 2,Value 3,Value 3,Value 1,Value 2,Value 1,Value 3,Value 1
Case3482,Assign seriousness,Value 2,2010/02/26 11:19:46.000,Assign seriousness,Value 22,complete,Value 2,Value 3,Value 3,Value 2,Value 2,Value 1,Value 3,Value 1
Case2004,Start,Start,2010/02/26 11:32:49.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2004,Assign seriousness,Value 2,2010/02/26 11:32:49.000,Assign seriousness,Value 16,complete,Value 2,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 1
Case2817,Resolve ticket,Value 10,2010/02/26 15:19:07.000,Resolve ticket,Value 48,complete,Value 10,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3
Case404,Closed,Value 5,2010/02/26 15:31:15.000,Closed,Value 162,complete,Value 5,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3
Case2369,Take in charge ticket,Value 2,2010/02/26 16:25:37.000,Take in charge ticket,Value 19,complete,Value 2,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3
Case3625,Closed,Value 5,2010/02/27 12:00:17.000,Closed,Value 53,complete,Value 5,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case2915,Closed,Value 5,2010/03/02 17:18:12.000,Closed,Value 48,complete,Value 5,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 3
Case390,Closed,Value 5,2010/03/03 10:40:25.000,Closed,Value 103,complete,Value 5,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case4505,Closed,Value 5,2010/03/03 11:20:47.000,Closed,Value 91,complete,Value 5,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case940,Start,Start,2010/03/03 12:38:08.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case940,Assign seriousness,Value 15,2010/03/03 12:38:08.000,Assign seriousness,Value 88,complete,Value 15,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case940,Take in charge ticket,Value 15,2010/03/03 12:41:15.000,Take in charge ticket,Value 88,complete,Value 15,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case940,Resolve ticket,Value 15,2010/03/03 12:49:35.000,Resolve ticket,Value 88,complete,Value 15,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case1485,Closed,Value 5,2010/03/04 11:05:28.000,Closed,Value 10,complete,Value 5,Value 3,Value 2,Value 2,Value 3,Value 1,Value 3,Value 3
Case1907,Take in charge ticket,Value 16,2010/03/04 17:29:36.000,Take in charge ticket,Value 94,complete,Value 16,Value 3,Value 6,Value 2,Value 3,Value 1,Value 5,Value 3
Case599,Start,Start,2010/03/04 17:49:18.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case599,Insert ticket,Value 15,2010/03/04 17:49:18.000,Insert ticket,Value 22,complete,Value 15,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
Case1907,Resolve ticket,Value 16,2010/03/04 18:14:36.000,Resolve ticket,Value 94,complete,Value 16,Value 3,Value 6,Value 2,Value 3,Value 1,Value 5,Value 3
Case2441,Closed,Value 5,2010/03/05 10:50:31.000,Closed,Value 186,complete,Value 5,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3
Case1701,Assign seriousness,Value 16,2010/03/05 11:10:46.000,Assign seriousness,Value 8,complete,Value 16,Value 3,Value 6,Value 2,Value 2,Value 1,Value 3,Value 3
Case1701,Take in charge ticket,Value 16,2010/03/05 12:05:36.000,Take in charge ticket,Value 8,complete,Value 16,Value 3,Value 6,Value 2,Value 2,Value 1,Value 3,Value 3
Case1907,Take in charge ticket,Value 16,2010/03/05 13:14:51.000,Take in charge ticket,Value 94,complete,Value 16,Value 3,Value 6,Value 2,Value 3,Value 1,Value 5,Value 3
Case1907,Wait,Value 16,2010/03/05 13:14:59.000,Wait,Value 94,complete,Value 16,Value 3,Value 6,Value 2,Value 3,Value 1,Value 5,Value 3
Case1468,Assign seriousness,Value 16,2010/03/05 13:28:51.000,Assign seriousness,Value 92,complete,Value 16,Value 9,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case1468,Take in charge ticket,Value 16,2010/03/05 13:28:58.000,Take in charge ticket,Value 92,complete,Value 16,Value 9,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case1468,Resolve ticket,Value 16,2010/03/05 14:45:01.000,Resolve ticket,Value 92,complete,Value 16,Value 9,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case1701,Resolve ticket,Value 16,2010/03/05 18:05:32.000,Resolve ticket,Value 8,complete,Value 16,Value 3,Value 6,Value 2,Value 2,Value 1,Value 3,Value 3
Case588,Closed,Value 5,2010/03/06 09:24:05.000,Closed,Value 76,complete,Value 5,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case1000,Closed,Value 5,2010/03/06 10:00:57.000,Closed,Value 92,complete,Value 5,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case4539,Closed,Value 5,2010/03/06 10:26:32.000,Closed,Value 55,complete,Value 5,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case3876,Start,Start,2010/03/08 11:18:30.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3876,Assign seriousness,Value 2,2010/03/08 11:18:30.000,Assign seriousness,Value 9,complete,Value 2,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
